count,x,y,radius,density
890,290.47,255.18,104.56,13.41
945,290.88,256.73,105.48,14.69
918,292.05,260.15,101.82,14.35
951,290.83,259.78,109.02,15.86
888,293.43,260.51,106.95,14.89
992,293.58,260.41,111.43,17.19
942,293.13,261.74,107.1,16.29
977,292.92,258.77,114.24,18.25
917,292.49,261.67,107.89,16.53
956,293.39,264.64,113.13,18.62
905,292.38,261.02,109.5,16.98
965,293.9,258.79,117.15,17.94
894,294.2,259.11,109.28,15.48
920,294.23,257.24,108.67,14.96
898,294.94,257.36,109.65,15.31
1200,291.44,259.26,124.01,19.18
1158,290.81,257.24,119.46,17.56
1198,292.42,260.3,119,18.22
1210,292.17,259.08,119.75,18.48
1247,292.14,258.63,117.97,17.56
1076,295.81,259.35,107.97,14.25
1081,297.46,256.67,110.45,13.93
1018,297.8,257.53,106.31,13.06
1084,296.59,256.17,112.81,15.4
984,297.47,262.61,105.89,14.81
1045,296.31,258.79,112.19,16.12
989,296.86,259.39,106.51,14.52
1063,298.36,255.15,111.21,14.86
999,299.32,254.19,107.53,13.05
1037,300.35,250.99,111.7,13.52
977,302.49,247.23,107.46,10.9
1022,303.77,244.62,111.01,11.64
951,303.46,244.25,103.19,10.42
1027,302.7,247.06,108.3,12.1
946,302.96,247.01,102.64,10.43
1044,302.84,247.76,106.51,11.29
947,299.72,251.06,100.52,10.6
1009,301,253.46,107.32,12.1
960,303.07,256.36,100.92,10.89
1013,302.49,253.95,106.7,11.72
981,303.04,258.49,101.91,11.44
1015,301.71,257.77,108.46,12.61
927,302.41,257.15,102.89,11.28
988,299.05,252.62,107.72,11.77
916,298.79,253.1,103.38,10.99
1009,295.82,253.2,107.77,13.03
936,298.44,259.99,103.78,12.61
974,297.39,256.59,110.69,13.79
908,297.91,257.34,106.7,12.71
946,296.98,257.49,112.45,14.51
908,296.39,259.04,107.35,13.31
953,297.22,256.06,114,14.07
885,297.4,256.27,104.8,12.34
934,296.93,254.92,112.88,13.31
873,299.36,251.39,106.6,10.4
936,299.18,249.83,108.89,10.71
899,302.61,255.33,101.29,9.6
972,303.31,253.85,102.47,9.46
913,302.94,253.43,97.59,7.99
949,302.56,255.38,99.89,9.1
919,301.77,256.63,95.87,8.1
952,301.72,251.94,102.28,9.62
913,301.07,252.01,99.07,8.55
984,300.33,245.61,106.92,9.61
928,301.51,249.24,104.12,9.22
978,302.28,249.23,108.34,10.12
951,302.35,252.25,103.28,9.78
969,303.06,250.43,109.45,10.77
909,303.75,253.32,101.15,9.69
972,301.57,255.5,104.76,11.09
915,301.4,255.95,100.77,10.9
952,300.74,254.9,106.77,12.5
906,300.3,253.72,103.31,11.27
946,295.23,249,108.76,11.67
909,297.85,250.46,106.23,11.21
948,300.19,249.08,107.68,11.21
881,302.97,250.95,101.74,9.75
957,302.83,247.55,106.09,9.37
910,303.45,248.04,100.64,8.36
957,304.44,245.18,102.9,7.58
930,308.21,249.26,98.97,7.36
994,308.1,252.34,103.93,9.55
926,310.69,252.07,99.01,8.85
977,309.81,252.52,102.38,9.14
882,308.48,250.94,99.25,8.32
976,302.62,250.69,105.15,9.82
912,303.72,250.12,100.08,8.4
966,304.95,252.29,99.58,8.4
886,305.04,251.27,94.48,7.43
951,303.45,251.96,99.79,8.45
884,303.83,250.92,96.48,7.61
939,307.49,247.88,99.86,8.38
878,306.13,247.77,94.49,7.73
932,303.84,251.43,100.7,9.21
861,307.46,249.79,94.22,7.21
965,306.06,248.22,100.49,8.19
917,304.31,251.22,96.22,8.18
982,306.64,252.75,102.81,9.66
941,306.89,256.1,99.38,9.44
1009,306.65,254.63,103.97,10.05
924,303.03,254.1,99.41,9.02
984,300.74,255.57,102.84,10.59
935,300.36,252.58,99.1,8.93
967,300.54,251.16,105.36,10.65
862,299.22,249,99.35,9.33
937,300.32,252.32,103.36,10.41
897,301.28,252.39,100.17,9.34
956,304.39,251.21,103.41,9.59
906,304,250.79,97.53,7.51
957,306.94,252.1,101.41,8.86
893,306.16,253,99.72,8.28
975,305.05,255.43,103.89,9.95
904,304.07,254.35,97.97,8.31
957,304.38,253.6,102.43,9.62
879,306.27,255.58,96.57,8.83
920,304.12,254.53,99.18,9.78
836,302.32,259.45,95.54,9.35
898,304.42,260.12,100.06,10.25
866,303.72,261.31,95.31,9.35
915,304.3,257.52,98.87,9.7
870,307.99,253.31,96.47,8.01
932,309.79,252.67,100.82,7.79
879,312.46,245.34,95.8,5.38
940,310.83,242.39,99.86,5.66
859,311.81,246.69,95.59,5.53
941,312.61,247.12,101.79,7.05
894,309.82,247.93,97.36,6.16
941,309.33,248.62,103.26,7.07
871,311.35,252.52,100.31,6.93
940,310.17,249.49,105.37,7.61
912,310.24,248.36,98.74,6.21
967,312.63,248.52,102.92,6.26
918,311.6,249.76,98.17,5.93
954,308.46,245.36,99.27,6.8
945,305.64,243.02,100.88,6.69
1155,306.54,245.57,114.08,8.94
1102,306.25,248.86,108.56,8.65
1166,305.3,248.14,109.04,9.51
1160,306.89,249.34,106.78,8.55
1147,307.24,253.87,107.47,9.99
996,305.69,252.61,97.52,7.52
1067,305.84,249.38,102.37,8.45
953,305.57,250.98,96.82,7.32
1005,305.49,249.2,99.46,8.37
903,304.74,248.12,95.43,6.59
971,305.88,245.24,100.36,6.63
935,307.07,245.16,98.49,5.81
996,305.23,243.44,105.45,7.26
935,304.14,242.07,102.76,5.86
1022,306.11,245.12,105.84,6.73
974,305.8,242.95,100.25,5.54
1009,303.4,243.52,105.03,7.32
917,304,244.34,97.07,5.97
980,304.49,244.87,101.69,7.11
927,305.12,245.93,96.89,6.22
1025,304.77,245.23,103.1,7.56
929,303.16,245.46,99.45,7.14
1000,305.81,250.3,104.47,8.04
934,306.05,250.19,101.16,7.56
998,304.95,248.53,106.1,7.7
930,307.04,248.98,101.26,6.42
997,306.13,245.01,107.63,6.38
921,304.84,244.43,101.65,4.94
983,306.95,242.13,105.09,5.36
895,308.66,246.45,97.1,4.95
989,307.38,241.83,100.84,5.79
887,309.79,239.6,95.4,4.42
961,308.65,238.28,101.16,5.48
920,309.08,237.68,96.06,4.13
992,308.38,236.27,100.49,4.64
953,308.32,238.75,95.74,3.95
992,307.78,237.86,102.98,5.08
929,308.29,242.47,98.95,5.25
995,306.78,240.85,105.9,6.3
931,303.62,243.51,102.25,6.77
965,303.09,243.74,106.26,7.02
923,304.64,244.76,98.91,6.35
961,303.44,245.37,100.62,6.22
861,300.19,240.27,98.51,5.69
926,303.03,240.68,102.15,5.92
872,302.78,236.79,98.38,5.01
923,303.05,240.35,103.3,5.72
902,302.79,241.23,101.7,6.06
965,304.3,244.14,104.89,6.81
899,303.94,243.39,98.42,5.44
953,305.59,244.53,104.51,6.57
923,305.91,242.18,99.91,6.44
962,306.69,242.2,104.91,6.38
875,306.69,243.92,99.11,5.85
959,307.31,242.65,104.42,6.59
920,306.3,243.99,99.72,6.32
972,305.58,242.91,105.48,7.04
932,305.36,242.56,98.67,6.7
980,304.74,242.88,104.19,7.74
923,307.17,241.94,96.34,6.27
952,306.37,243.13,101.59,7.79
895,305.11,246.49,94.95,7.28
953,304.94,244.69,102.47,7.91
912,302.83,244.12,99.33,6.88
937,302.38,244.7,103.57,8.26
895,301.26,242.05,100.58,6.7
957,299.48,237.2,106.81,6.82
894,302.44,238.05,100.87,5.98
929,304.57,234.56,103.31,6.01
858,306.41,232.02,98.17,4.57
942,307.15,234.71,101.43,5.72
898,308.83,231.58,97.51,4.63
984,307.38,236.78,100.47,5.82
914,308.6,237.11,96.98,5.06
962,304.4,232.71,102.81,6.19
923,307.59,228.25,98.01,4.54
938,309.79,235.54,99.81,6.02
855,309.08,235.15,94.65,5.33
928,308.27,234.38,94.33,5.85
854,307.63,239.51,88.74,5.85
931,310.22,245.39,94.88,6.53
876,312.8,242.94,91.03,5.37
896,312.41,245.35,96.13,6.63
857,313.75,244.55,96.22,6.26
922,312.53,244.83,99.98,6.67
875,312.9,244.76,95.65,5.37
903,309.45,243.66,100.24,6.41
861,309.84,246.05,96.46,6.22
906,308.77,243.03,98.88,6.2
845,310.19,244.78,92,5.29
921,310.66,241.27,97.26,5.92
879,311.19,238.83,94.03,5.34
935,307.63,238.95,100.37,6.56
886,308.34,237.92,97.32,5.64
901,301.89,234.63,103.49,6.35
848,302.07,233.64,98.99,5.69
918,303.78,235.53,103.59,6.38
853,306.65,235.91,96.46,5.02
943,307.19,232.7,102.79,5.52
901,308.44,233.1,96.74,4.33
978,306.39,231.01,103.08,5.55
901,308.39,229.28,97.43,4.76
943,308.27,230.03,103.02,5.81
858,308.57,234.84,99.09,5.24
922,308.11,228.08,103.54,5.23
862,306.96,223.97,99.93,4.15
924,304.05,225.08,102.21,5.4
860,304.88,220.54,97.87,3.67
937,303.8,221.62,103.92,4.23
860,302.87,222.44,96.46,3.52
958,302.67,228.57,101.88,5.24
882,304.72,231.78,97.98,4.32
959,306.32,234.88,103.19,5.43
889,303.63,235.38,99.02,4.67
941,300.8,234.88,106.72,6.5
913,299.48,233.73,102.59,5.58
954,300.41,232.89,106.82,5.76
899,301.55,231.65,102.81,5.47
951,300.3,232.32,105.83,6.86
922,301.27,236.95,103.91,6.62
1140,306.82,240.82,113.39,8.55
1114,308.57,241.05,109.45,8.22
1122,309.03,245.55,107.5,8.8
1156,309.95,244.03,108.6,8.48
1150,310.7,244.68,106.54,8
1031,306.98,244.91,100.02,6.95
1033,307.38,241.75,104.88,7.95
968,307.49,238.74,98.82,6.07
999,307.23,240.03,103.32,7.12
938,309.06,241.82,97.21,6.56
967,308.1,244.33,102.02,8.49
919,305.64,246.98,97.26,8.29
984,306.19,246.32,102.13,9.15
907,306.47,249.52,96.27,8.74
975,303.57,243.59,105.76,9.64
941,305.42,241.66,102.01,8.35
999,305.56,241.46,106.47,9.59
926,306.8,243.31,101.39,8.3
959,306.48,240.91,104.74,8.57
892,306.32,242.59,96.96,7.23
934,306.11,243.06,99.18,7.86
876,306.49,237.03,94.18,5.98
921,305.58,234.83,98.6,6.31
863,304.43,238.26,92.12,5.92
937,307.28,237.14,95.9,6.59
853,308.06,233.44,93.17,4.81
905,307.15,234.18,96.23,6.12
849,307.44,236,91.68,6.18
914,306.62,240,94.99,8.02
843,305.64,240.63,93.35,7.45
912,303.22,242.11,95.96,8.53
851,305.62,240.01,91.52,7.22
909,306.24,239.29,94.17,7.47
847,305.01,234.58,89.94,5.96
867,304.54,237.39,94.97,7
842,305.21,238.53,92.26,6.57
891,304.74,240.44,95.55,6.99
808,304.75,239.38,90.77,6.22
873,303.47,242.19,96.01,7.23
862,304.57,241.96,91.36,6.37
907,307.05,241.51,94.89,5.96
842,308.31,237.95,90.3,5.07
893,309.12,237.13,94.18,5.88
860,310.21,235.12,89.56,4.9
875,309.73,234.32,94.98,5.55
826,307.44,232.32,90.38,4.35
887,309.66,231.95,92.97,4.97
858,308.25,230.64,88.61,4.07
889,308.16,230.38,97.36,4.88
851,310.79,226.62,92.78,3.2
928,308.2,231.3,98.65,5.07
868,309.12,229.39,96.84,4.28
932,309.73,230.98,101.15,5.44
900,308.55,234.1,96.31,5.52
912,304.24,235.64,103.02,7.56
880,302.43,237.56,96.16,7.28
923,304.34,240.32,98.81,7.45
851,303.86,239.89,93.7,6.38
900,304.3,240.32,97.9,6.96
856,306.09,235.7,91.55,4.6
922,305.23,238.19,97.24,6.02
862,305.72,237.85,93.06,5.69
911,305.73,243.61,97.11,7.64
851,307.81,243.87,92.41,6.85
884,307.51,244.7,97.8,8.16
804,305.85,243.63,94.18,7.56
850,304.54,248.63,99.8,9.23
814,303.63,245.56,96.53,8.33
869,303.8,243.93,101.48,8.2
837,303.99,240.16,96.45,7.5
847,306.23,241.39,100.21,7.7
808,305.93,241.07,95.42,6.45
871,309.5,247.45,99.28,7.47
830,309.12,246.62,91.65,6.06
890,307.2,250.79,95.45,8.09
863,308.33,251.07,90.61,7.59
908,307.99,253.19,95.69,8.96
846,306.83,254.1,92.42,8.34
903,306.57,252.96,98.26,9.85
813,307.03,251.41,91.4,8.51
876,305.97,248.85,95.06,9.29
818,304.59,246.59,88.68,7.72
892,305.4,248.85,94.98,9.51
805,305.76,250.76,90.99,8.47
883,305.33,249.43,95.45,9.63
819,303.74,245.55,93.08,8.22
895,303.37,245.18,96.63,8.65
856,302.73,243.44,91.61,7.08
918,301.85,243.56,95.4,8.34
858,300.65,242.53,91.36,6.94
919,301.54,242.8,94.62,8.67
853,305.69,245.12,91.73,8.4
904,305.71,244.77,97.04,9.54
817,303.9,240.32,93.85,7.55
872,307.54,243.45,94.32,7.96
818,309.25,246.54,93.56,7.35
898,311.2,250.07,98.15,7.48
854,311.58,245.32,92.71,5.54
899,307.53,240.93,95.53,5.78
827,308.75,244.87,91.04,5.27
867,310.02,245.87,95.74,5.58
795,312.79,246.27,91.1,5.08
894,310.95,246.61,97.47,6.24
850,312.64,248.74,91.7,6.17
890,313.57,250.78,97.24,7.73
851,314.57,248.99,94.21,6.75
901,310.61,243.56,98.31,6.84
831,309.02,244.52,95.25,6.77
899,307.81,240.42,99.42,7
837,307.01,239.5,95.93,5.83
925,306.35,242.81,100.54,7.78
869,307.22,242.72,96.51,6.73
944,307.74,241.39,103.5,8.48
855,309.2,240.61,101.36,7.94
905,307.83,239.29,107.08,9.03
827,308.57,241.09,99.7,8.02
881,305.96,243.41,102.32,9.26
803,303.6,239.56,97.95,7.47
821,301.44,237.21,100.49,7.42
800,305.1,242.82,98.7,7.77
1159,305.36,244.87,110.63,9.97
1137,305.17,246.58,107.91,9.42
1147,305.16,249.82,108.04,9.64
1175,305.79,251.63,108.5,9.98
1191,305.07,249.8,108.82,10.33
1017,306.8,245.69,101.42,7.78
1023,305.44,243.26,104.93,8.57
953,304.77,244.69,100.16,7.74
1025,302.02,243.89,107.75,10.09
908,300.95,242.41,99.29,8.03
984,300.69,241.46,102.15,9.55
890,300.99,233.61,96.83,6.22
931,299.38,239.56,103.44,9.76
872,299.59,238.39,97.43,7.57
920,300.17,242.2,103.81,10.09
897,303.89,241.24,99.35,8.1
961,305.87,245.23,100.49,9.74
895,308.15,248.69,93.58,8.76
941,309.16,251.01,99.22,9.79
847,308.83,250.54,94.09,8.42
867,305.89,248.75,98.45,9.48
822,304.35,244.44,91.37,7.32
891,302.92,243.15,96.01,7.91
801,302.32,241.25,91.54,6.65
837,298.8,241.33,96.37,8.07
790,297.39,240.31,92.45,7
807,299.59,246.07,95.35,8.38
790,297.36,243.32,91.21,7.47
837,297.84,245.01,95.02,8.68
764,299.97,242.11,85.71,6.22
863,300.27,241.16,90.47,7.48
797,300.76,238.42,86.57,6.54
863,300.5,235.07,89.52,6.22
792,298.82,231.92,87.97,4.74
846,297.37,233.1,93.1,5.94
792,298.75,235.62,89.97,5.61
836,296.61,241.86,91.87,7.31
780,298.98,240.95,88.42,5.65
845,299.62,243.64,91.9,6.68
816,301.33,243.47,90.09,5.39
881,302.17,242.18,94.96,6.47
813,303.23,239.72,88.93,4.94
888,301.77,241.85,95.28,7.21
843,304.03,241.23,90.39,5.56
889,301,234.61,95.54,5.91
828,300.83,228.83,94.36,5.3
864,302.76,235.37,93.94,6.54
796,303.27,232.88,90.31,4.83
835,302.05,232.93,95.87,5.79
778,301.31,233.77,91.53,5.75
871,298.26,232.97,95.9,6.58
807,296.07,231.77,93.01,6.07
852,297.36,237.62,97.04,8.2
792,297.97,236.68,95.13,7.15
863,299.95,236.76,99.18,7.83
826,301.01,233.4,97.4,6.44
889,301.67,236.15,101.7,7.6
839,301.24,229.66,96.59,6.07
900,301.5,232.84,100.23,7.24
832,301.87,234.26,96.54,6.24
876,298.28,233.87,100.64,8.13
829,299.32,228.45,95.39,6.25
886,299.5,227.33,100.25,7
832,295.49,226.13,93.89,5.72
885,294.78,225.51,99.68,6.54
811,295.51,226.85,96.07,5.63
870,298.07,230.56,101.91,6.78
851,300.91,234.56,95,5.87
907,301.97,236.54,96.52,6.38
816,304.1,240.6,91.4,5.7
892,303.48,240.91,95.47,6.9
848,303.4,239.53,91.52,6.33
883,304.53,241.17,93.39,7.29
815,302.15,240.12,89.08,6.05
895,299.82,239.07,94.83,6.82
836,298.33,239.3,90.34,6.3
873,299.82,242.38,91.53,7.24
783,299.74,242.48,87.21,6.86
823,298.27,238.85,92.29,7.09
732,297.34,238.87,86.94,6.26
835,298.06,241.21,92.73,7.71
748,297.91,238.13,90.6,6.46
825,297.57,236.3,98.15,7.72
780,295.62,232.46,92.96,5.96
860,297.3,235.1,99.54,7.96
775,293.74,230.88,93.19,5.96
841,294.38,232.75,92.4,6.84
750,295.97,236.29,85.78,6.4
819,296.67,236.67,89.33,6.91
763,295.02,236.24,81.98,6.28
836,296.91,241.19,86.12,7.39
797,299.1,243.02,84.79,7.7
863,299.04,244.94,92.62,8.8
793,298.63,244.36,88.13,8.11
835,298.9,244.52,92.23,9.01
805,296.77,244.58,90.6,8.91
848,295.46,243.76,96.11,9.45
797,296.99,242.1,90.7,8.02
847,298.07,240.89,94.32,8.68
808,300.71,236.87,93.04,6.94
845,299.14,237.48,95.67,7.31
787,298.41,236.64,87.98,5.5
837,298.6,239.41,94.36,7.92
772,300.41,239.51,89.96,7.19
838,302.02,243.06,91.79,7.76
762,304.78,242.04,86.89,6.88
813,302.42,246.24,91.09,7.68
752,302.38,242.03,86.59,6.43
785,297.08,234.79,91.01,6.96
716,297.18,235.28,84.08,5.04
805,294.67,238.27,90.91,7.36
763,296.36,236.51,85.29,6.07
813,297.46,241.09,90.64,6.71
793,298.97,235.68,85.34,5.06
830,298.57,238.17,91.33,6.41
764,299.39,241.06,87.47,5.88
811,298.97,244.11,91.29,7.53
756,300.32,243.55,87.05,6.96
768,297.8,243.01,88.26,7.39
762,291.53,243.16,88.7,9.17
1006,295.98,245.07,98.16,10.31
993,296.11,244.63,94.37,9.45
988,293.97,242.08,97.33,9.2
1006,292.42,240,97.98,9.09
1047,294.41,242.35,96.89,8.63
912,295.18,240.28,88.58,6.99
923,293.99,242.3,92.5,7.66
881,293.05,242.03,87.33,6.32
951,295.53,245,89.83,6.97
824,295.9,248.01,83.84,6.68
867,295.71,249.18,90.26,7.79
837,297.56,250.05,84.26,6.8
880,298.81,247.93,89.98,7.03
757,296.74,245.01,84.78,5.5
814,298.63,245.09,88.5,6.26
756,299.98,237.88,83.47,4.38
841,298.76,236.59,89.82,5.21
799,300,232.75,86.15,4.24
864,300.45,233.72,90.49,4.98
781,301.37,232.77,86.76,4.11
868,299.53,237.48,91.99,5.66
796,298.52,230.62,85.25,4
822,298.8,234.62,90.37,4.96
760,298.41,236.74,85.98,4.58
822,298.78,241.33,87.47,5.76
768,299.31,241.13,82.75,4.91
829,299.68,243.05,85.7,5.96
774,299.22,239.35,82.69,4.86
816,299.95,240.56,88.76,5.52
781,303.64,238.68,83.3,4.19
825,302.16,234.84,86.73,3.92
751,303.54,231.84,82.86,2.91
834,300.93,234.65,86.32,4.08
725,299.31,232.35,80.13,2.97
798,297.12,234.63,81.79,3.88
761,298.35,236.21,80.37,4.07
801,300.09,240.11,84.78,4.89
751,299.47,239.42,79.19,4.27
811,300.36,236.5,87.64,4.59
759,298.15,235.97,83.04,3.94
820,294.6,234.82,86.32,4.26
771,292.28,232.86,81.71,3.57
840,295.51,229.94,88.59,4.05
773,294.69,224.1,84.8,3.01
816,294.64,232.91,86.56,4.01
753,298.92,236.06,83.97,4.42
794,301.46,237.94,88.81,5
778,302.41,240.16,83.78,4.68
822,302.33,239.74,85.39,4.46
748,303.07,238.56,83.32,3.91
815,300.98,235.88,89.08,4.29
765,300.16,235.41,84.82,3.68
797,300.59,237.8,85.92,4.19
782,296.86,240.08,81.77,4.37
854,295.74,244.15,86.73,5.83
781,295.08,240.91,81.8,4.6
843,295.33,242.51,86.54,5.58
792,295.59,237.05,83.3,4.2
833,296.87,239.2,88.38,5.06
744,298.82,239.95,84.75,4.17
831,301.74,237.4,90.91,4.72
769,302.85,236.73,88.35,4.19
842,303.03,234.81,91.11,4.84
779,305.76,237.47,88.04,4.5
837,305.75,238.22,90.19,4.68
759,305.34,241.92,82.99,4.31
822,304.38,240.41,88.42,4.68
767,305.95,236.93,81.18,3.38
823,302.58,235.57,88.11,4.48
766,296.56,236.03,83.99,4.58
820,293.49,239.2,92.17,6.81
791,294.58,240.07,87.02,5.69
831,296.09,243.37,91.89,6.9
783,295.9,243.46,86.79,5.92
820,295.62,243.76,88.05,6.68
791,296.72,241.76,85.94,6.13
857,297.17,242.47,88.42,7.25
752,296.06,242.67,84.11,6.4
821,294.53,247.58,86.49,7.92
747,296.33,249.09,80.3,6.95
829,295.16,246.17,84.4,7.24
767,294.34,242.52,82.55,5.35
822,293.37,242.21,85.21,5.63
788,295.29,240.77,82.4,5
872,293.29,236.71,86.05,5.37
804,294,233.52,81.14,4.35
857,295.44,236.1,83.7,5.27
800,298.87,231,83.17,3.98
840,301.59,234.94,86.05,4.04
726,301.56,234.24,81.11,3.13
780,301.18,235.73,84.81,3.88
727,300.99,238.87,80.42,3.84
784,300.45,236.36,85.18,4.63
726,300.48,238.07,82.87,4.63
770,299.87,234.05,87.2,4.95
743,299.87,234.04,83.07,4.56
814,299.27,235.73,89.3,6.46
793,298.42,241.05,83.98,7.01
843,298.93,243.98,87.38,7.69
780,300.55,246.56,83.65,7.04
862,300.56,246.02,88.74,7.71
780,303.22,245.73,83.29,6.29
821,304.02,245.85,85.86,6.02
768,304.1,242.09,81.72,4.64
838,304.72,241.17,86.64,4.78
800,305.97,237.43,82.61,3.66
838,304.45,235.84,86.74,3.54
788,300.66,235.07,82.33,2.55
856,299.59,235.16,86.39,3.94
760,297.46,234.94,78.8,3.17
826,295.07,235.38,82.69,4.6
775,294.3,236.8,78.85,4.68
847,293.39,235.88,84.18,5.84
800,294.08,236.3,79.89,4.66
841,295.33,234.82,85.67,5.5
756,295.92,234.15,83.85,5.05
843,295.75,229.27,87.27,4.65
784,296.09,233.55,84.37,4.97
799,297.6,235.23,85.72,5.37
812,300.94,237.52,86.3,4.89
1096,303.06,242.27,97.5,7.29
1037,303.55,246.48,96.23,7.52
1069,303,251.39,97.29,8.64
1077,301.56,251.43,98.48,8.88
1077,300.56,250.63,100.57,9.36
942,300.38,249.3,91.38,7.75
965,299.7,246.79,92.71,8.71
891,301.01,249.45,88.4,7.91
956,303.94,248.02,94.85,9.38
852,305.1,251.25,89.09,8.15
908,306.85,251.12,92.93,8.75
817,306.58,251.49,91.52,8.56
836,305.89,249.78,94.38,9.09
758,304.2,248.35,89.5,8.18
826,302.59,243.22,93.24,7.74
790,301.07,244.49,88.54,7.23
821,300.28,243.8,92.75,8.03
754,299.29,246.03,88.45,7.86
846,298.89,243.64,95.28,8.89
776,296.59,241.15,90.06,7.12
866,299.1,243.77,93.1,7.72
801,299.08,246.02,89.4,7.21
859,297.23,244.76,92.89,7.78
804,299.38,246.15,87.92,5.86
864,300.52,247.65,92.12,6.61
773,299.61,247.12,90.31,5.89
807,300.49,252.12,95.83,8.01
781,300.33,247.82,89.69,5.88
867,299.28,245.26,92.24,6.75
822,299.47,243.5,87.68,5.41
891,298.14,237.72,97.22,6.23
823,300.15,237.67,94.68,5.8
895,297.85,236.29,98.61,6.28
806,299.68,239.07,93.59,5.33
839,298.07,236.11,93.43,5.6
793,297.96,238.27,88.16,4.96
848,295.83,243.12,91.48,6.24
797,298.56,246.02,85.01,5.83
855,298.69,239.63,91.7,5.97
818,301.7,243.97,87.1,6.14
884,300.28,243.92,90.03,6.55
813,299.94,242.63,85.12,5.45
862,297.08,236.99,90.58,5.96
812,296.53,239.02,86.63,5.29
854,296.44,243.24,93.09,7.57
785,293.64,242.06,91.84,7.58
836,295.56,241.74,96.37,8.25
773,297.71,245.16,91.77,7.61
837,296.17,242.61,97.44,7.94
765,296.24,242.97,88.96,6.6
821,296.39,241.76,92.19,6.91
784,298.15,240.48,88.31,6.19
824,293.1,233.41,96.37,7.24
768,295.26,239.95,91.45,7.22
818,296.91,240.36,94.56,8.02
791,296.54,242.59,88.98,7.46
849,298.65,242.15,92.4,7.73
808,298.47,248.82,88,7.34
855,299.1,245.02,92.9,7.11
774,296.96,248.62,88.36,6.08
859,295.49,244.8,99.45,7.94
802,296.75,244.49,93.41,6.44
868,298.16,243,101.94,7.78
810,300.2,246.37,96.97,7.08
871,301.14,245.69,100.57,8.09
811,302.8,248.47,95.36,7.71
898,301.58,244.34,101.26,8.12
849,303.43,244.08,97.18,7.05
900,299.22,241.57,99.32,7.93
845,298.1,243.7,92.67,7.02
883,298.88,239.07,98.25,7.09
811,298.25,237.73,92.16,5.74
852,301.24,237.92,93.97,5.75
762,300.68,240.48,89.43,5.26
841,302.47,243.2,94.12,6.36
800,303.28,241.92,90.92,5.39
831,301.46,240.2,95.1,5.79
765,301.32,243.84,89,5.92
842,302.21,241.99,91.96,5.81
758,302.27,238.99,86.92,4.58
838,298.36,241.9,93.54,6.39
793,299.32,244.91,85.34,6.08
837,298.82,244.55,90.59,6.83
767,298,243.17,86.94,6.06
805,295.49,244.3,92.98,7.17
742,297.68,242.74,88.13,6.69
781,297.01,242.27,91.2,7.02
720,297.6,240.24,85.61,5.4
765,298.45,240.28,90.83,6.1
717,299.73,243.9,84.73,6.08
778,298.9,248.37,90.37,7.47
739,303.78,249.44,86.78,6.46
795,303.25,249.8,90.43,7.44
769,303.67,249.24,85.9,7.18
822,303.78,251.89,90.12,7.91
788,305.32,254.54,85.37,7.05
875,302.54,252.34,91.45,8.9
784,302.57,252.13,89.94,8.51
818,301.71,248.38,95.37,8.72
729,302.59,251.66,92.43,8.24
794,299.94,249.65,94.92,9.61
756,299.22,246.09,90.79,7.85
808,297.3,245.72,93.58,9.01
766,301.93,247.23,90.14,8.29
830,299.63,244.78,94.56,9.28
755,301.28,242.74,93.1,8.12
835,299.41,243.03,96.1,9.15
779,298.45,244.09,91.59,8.29
859,298.25,243.87,93.55,9.66
790,300.36,245.74,86.7,7.85
850,298.68,241.06,91.96,8.69
810,297.04,238.31,90.71,7.89
863,296.54,237.36,93.95,7.95
804,297.47,238.73,89.03,6.91
880,296.77,239.86,94.6,7.76
839,298,245.73,90.21,7.69
865,297.87,247.84,95.6,8.72
807,298.75,249.55,92.77,8.16
823,297.72,246.88,95.49,8.35
810,298.24,248.47,94.66,7.82
1083,301.05,250.73,105.83,10.41
1048,299.78,247.16,105.43,9.74
1042,299.88,246.6,103.99,9.55
1068,299.68,246.66,104.57,9.58
1053,301.06,247.96,106.48,10.65
922,299.98,245.1,99.68,8.27
940,297.92,243.67,101.15,9.35
869,295.98,243.88,98.3,8.94
909,295.15,240.17,104.68,9.6
842,289.28,240.64,101.44,9.11
891,291.25,241.16,102.79,9.23
840,293.12,243.72,100.09,8.72
899,295.41,242.45,103.68,9.37
840,298.38,240.66,97.32,7.33
915,297.72,239.03,101.58,8.2
897,296.97,242.07,102.06,8.93
931,295.29,241.48,106.7,10.68
854,295.64,244.01,100.43,9.48
892,296.16,243.9,105.04,10.31
820,296.35,244.33,97.42,8.76
895,295.21,241.93,102.36,8.98
848,295.16,243.42,94.52,7.52
908,298.82,245.93,98.32,8.07
868,301.14,248.25,91.37,6.58
918,301.92,243.91,98.87,7.58
822,304.9,245.68,95.41,6.94
876,302.92,244.94,100.08,8.15
816,305.08,251.6,96.03,7.57
850,305.44,253.1,100.07,8.93
768,304.47,253.48,95.79,7.68
851,305.69,256.88,102.35,10.2
811,307.59,256.74,96.44,8.13
850,306.15,252.73,99.48,7.83
788,304.9,246.84,95.43,6.43
839,301.88,247.36,95.15,7.63
803,301.42,248.09,94.25,7.62
838,301.83,251.93,99.18,8.93
800,297.76,250.75,94.62,8.67
858,296.72,247.3,99.18,9.54
841,299.2,246.29,95.35,8.72
884,301.93,248.25,98.47,8.71
812,306.14,253.73,91.22,6.47
